,Content
7771,"Portland Airport is usually a nice airport to visit from time to time. However, it is frustrating for that one person that needs to go to another terminal as you will need to go through security again! other than that, It is a pretty nice airport to fly into. Probably stressful for people who arrive for the first time. But Hey! At least it's not SeaTac right? I do not normally do anyhting except for stare out the window onto the apron and watch the airport operations. However Wifi is really good. The airport has nice, clean bathrooms as well. If your in Concourse E you do not have many choices for food and if you would like McDonalds, you have to go through security again. So overall, Good airport, bad setup while construction happens."
7772,"Very nice airport with WiFi kindly stretching out to the parking garages. The same parking garages that overlook the runways quite nicely. The Alaska Airlines Express Lounge at PDX was very, very nice! Happy I got to destress there!"
7773,"Doggone good airport, especially as you can get up on the parking garages to do some plane spotting. Very nice."
7775,PDX is an awesome airport! Some major renovations happening now but no problems moving thru the terminal. Can't wait to go back!
7776,"Nice airport, but it's hard to get from the airport to MAX easily. I cringe at trying to wayfind around PDX."
7777,"The airport is so easy compared to say BOS. The largest downside in my option is the lackluster transit connectivity. There is a shuttle bus to the Train/Bus transit hub near Portland and the airport is connected to the Greater Portland bus network so this is more of a critique of the city's transit than the airport. If you're driving, it is very close to the shopping mall in South Portland and Congress Street in downtown Portland"
7778,"This airport was nice, but it did not have very many plugins for charges, which made being in the airport for long difficult."
7779,Awesome new terminal
7781,"Modern, sleek design. Very quick to get out!"
7783,"This airport is a true travel gem and is consistently name among the best small airports in the USA. Conde Nast Traveler readers named it among the top 10 airports in the world. Shops and eateries that were shuttered because of Covid have now reopened. The airport is in the process of adding more amenities and concessions. The newly renovated bathrooms are amazing. They're brightly lit and significant improvement over the pre-existing bathrooms. The sinks have hand dryers built-in, toilet seats that automatically dispense a fresh plastic cover, longer stall doors, and fresh flowers are part of the new look. Security was a breeze. There was no line and I walked right up to the TSA counter and cleared security in less than 5 minutes. The distances from the security area to either end of the terminal are very manageable. The free WiFi is fast and worked flawlessly."
7784,"Fantastic airport, compact and very easy to navigate. Excellent public transport links and plenty of natural light"
7785,Baggage claim said on the plane and the monitors that baggage claim 1. They ended up dropping it on 2 and not telling anyone. But it was a quick fix
7786,A Better option than Boston Logan if you are lucky enough to have a direct flight. Food Options are weak if you have a late flight. Quiet and simple are the real plus.
7787,"A nice, if somewhat small airport. The check-In Area is surprisingly small and cramped, and the airside and gates are a bit on the small side as well. What's more, it is obvious that the airport was only recently refitted for international travel, with limited duty-free shopping available, and the ""international"" gates added in with copious amounts of drywall. Decent Amount of eateries, although their smell seems to permeate the entire terminal."
7788,"Nice airport for it´s size. Big and bright ddeparture hall, only the arrival hall seems a little small from time to time"
7789,"This airport is a great alternative to Logan, and New York. There is a train station soley dedicated to the Airport, one like that of Londons Heathrow. Connects to major hubs like ChigagoMidway and O'Hare, EWR, CLT, and others. Starting up are international services. In the summer, you can fly to Frankfurt non-stop twice a week on Condor airlines. Year round service to Praia, Cape Verde is available on TACV Cabo Verde Airlines. Thesee are both budget airlines, which would be cheaper then flying our of other aiports. They are currently working on expanding their runways and upgrading safety features on the runway,to accommodate coast to coast, and transatlantic flights. This expansion is scheduled to be completed at the end of 2017. T.F Green is in the tall with Aer Lingus, and having flights to Shannon, for both passengers and cargo. They are looking to secure A once again, as they already have; Delta, Southwest, JetBlue, TACV, Condor, U.S. Airways, Cape Air and United. There are small lines, and one gate dedicated to international flights. There is a full service TGIF, as well as 2 dunking donuts. What a great airport to fly out of. It is really getting great upgrades."
7791,"It was a good flight to Seattle, but I would wish that rdu would add one more flight on delta to Seattle so we have options"
7792,"Pretty easy airport to get around. Decently clean, updated, bathrooms were great. Security took a decent bit of time to get through, but kept moving."
7793,"RDU is my home airport. Great facility and friendly people. They are underway on a major expansion now in 2023. Getting in and out will become more tricky soon. Otherwise, RDU is always a pleasant experience."
7794,"My home airport, cannot give it 1,2,3, or 4 ✨. I think it is very good! IDK 'bout the WiFi though."
7795,"It's a rather quiet, clean and new terminal. It's quieter than Charlotte. The AA lounge disappoints because it does not view the aircraft and is quite small. Leaving the airport public transport is unreliable and Uber doesn't work. Lyft took 30ms."
7796,"Really nice and convenient airport. Didn't get any issue with long lines or anything like that. Maybe it was because of the time, but first impression was very good"
7797,RDU is a great airport to fly out of. Terminal 1 is a little bland in terms of things in there like shops and resources. The waiting area by the gate gets full quickly so I advise to get there early. Otherwise everything was great
7798,The RDU team was nice enough to celebrate the inaugural flight as best they could on their limited covid budget and had a few free items and cookies for all the passengers.
7799,The airport moves quickly and with little hassle. The amenities are clean and the dining options delicious.
7800,"Getting to the airport was not much of a challenge at all. Even though it was very early in the morning, everything was still easy to get to. Check in was quick, security was quick and thorough and the line was fairly short. I recommend traveling in the early morning when airport traffic is to a minimum. WiFi was a bit spotty, but overall, RDU is a great place to fly into and out of."
7807,Reno Tahoe is an amazing airport and it was so cool. Security was easy and the food wasn't overpriced at all.
7808,Reno has a great airport. As it is a small airport I expected it to be bad but the airport was great! It was nice and clean and the signage was good. 5 star airport!
7809,"If you don't have pre-check - be prepared for a LONG wait...looked to be well over an hour on Friday, March 12 at 3:00 PM. Fortunately, we had precheck, but I bet a ton of people missed their flights!"
7810,"The Escape Lounge at Reno/Tahoe Airport is outstanding. Nice service, good food, comfortable. It is small but I've not yet experienced it being crowded."
7816,"For us being a smaller city, our facility is absolutely impressive and really well laid-out and easy to navigate. With multiple options and different airlines, getting around here is very simple."
7817,Security check and check-in was fast and efficient. The lines were not long for anything at all. The waiting area for boarding was a bit crowded but nothing bad about the place.
7818,"I like Rochester's airport. For a city the size of Rochester, their airport is actually kind of impressive. It is very nice and clean and I love the silver metal throughout. It just feels sleek. Transit though is an issue. RTS is awful bus service wise. Get a Lyft or Uber instead. Security is odd to me though as they're like a generic knock off of TSA. It's really really weird."
7819,"Security is very fast, and easy. Tye terminal facilities are also very clean. There, however, aren't many food choices."
7820,Fabulous airport. Security is easy and Dunkin Doughnuts line is always short :) Perfect for an early morning flight!
7821,The airport gates through B4 and B22 are just all in one building and it's not very long so it's a pretty nice airport not a long walk to your next gate.
7822,"SMF is a beautiful, clean, and well-functioning airport. It's exactly what you want in a ""smaller"" airport."
7823,Baggage claim took about 1 hour and 20 minutes for bags to get on the belt with no reasons given by United or SMF.
7824,Very spacious airport and you get through very quickly. Easy to navigate although the food was very expensive.
7825,"TSA Pre at this airport isn't the fastest. At least the time I flew out & used it, it took a long time to get thru."
7826,"KSMF/SMF terminal B is a great, updated airport. From my experience early morning security does seem to be more crowded. But after around 10ish it does seem to be extremely quick. The rest of the terminal is great with plenty of food choices. Most seats have power outlets in them, and both ends of the terminal are great for plane spotting. There is wifi that works fine. In my opinion it is a great airport for the semi busy, mostly domestic flights it serves."
7827,"Not too confusing, pretty empty most of the time actually. The check in desk crew is generally pretty nice and fast for what goes on. Sometimes you get the occasional slow boarding, but it doesn't happen often."
7828,I’m biased because it’s tyne airport closest but it has its flaws while there’s no BK in the terminal B there is some options. Seats are good but nothing to praise about.
7829,The rental car shuttle is horrible. It takes forever to get to your rental cars from the airport. The overall airport is clean and they are working on some renovations. Food selection is slim in terminal A. No lounges.
7830,"There's no traditional lounge in this airport. Security check was awful, super long lane compare to such size airport. Wifi is free but speed and signal strength is really bad."
7834,"SLC is a GREAT airport. Easy to get around, fast baggage claim (even with skis), close to the city and mountains."
7836,Absolutely love this airport! The views and how modern it was was amazing! Only issue I had was how long it takes to walk through terminals.
7842,"Long walk between terminals, be advised! It is true walking but there are walkilators to assist with the commute between those two terminals. Not much for lounges."
7843,"The airport was/is still being further developed, but I liked it a lot, especially the ease of transfer in the same terminal."
7845,"The airport is very far from the city,but the installations are very good and comfy.There are many places to go eating and the security check is fast."
7846,Landed here so it was easy to arrive. I hope it's easy to get gere from the city but never been outside.
7847,"We had a diversion into Dallas due to bad weather. When we got to San Antonio, it wasn’t even wet. Really sunny!!!"
7848,"Getting to the airport was really quick and you just park and get inside and it was really quick. Check in had NO line and depending this was the weekend after 4th of July in 2022… it was amazing. Security was also quick and overall everything was good. Once you pass security into the terminal there was a huge crowd getting on a delayed flight which I cannot complain. The o Lu food is Starbucks and they have retail that have snacks but ok. Anyways, a very good airport."
7849,The terminal was terminal B and I have no complaints at all. :) CHECK IN THOUGH IS A WHOLE NOTHER STORY... the lines were so long...
7850,"This was my first time travelling through SAT. Smaller airport with modern amenities. I was happy to see that SAT had both CLEAR & TSA Pre-Check; this made getting through security a breeze. I was disappointed there was no Delta Sky Club, but there seemed to be plenty of food options inside the A Terminal. Overall, SAT is a nice, clean airport that I would not hesitate to fly through again."
7851,"San Antionio airport is small and easy to find your terminal and food. Getting to the airport there’s two spots, drop off and pickup. There’s always a line to pick up people so I would recommend telling the person picking you up to go to the drop off section since there isn’t that many people. Wifi can be slow at sometimes and fast at sometimes. Personally I don’t like airport wifi’s due to their security. There’s ok food choices to choose from and if your in a rush it would be perfect. TSA checkpoint is small and easy, there can be a line and if there is they normally run slow. Baggage claim I can care less there’s only 3 baggage claim convaour belts."
7852,"San Antonio is a really great airport for beginners, it is small so you can't get lost easily. Everything is spread out, very clean airport! Personally I would pick people up from the drop-off because downstairs (pickup) is way too over crowded. TSA has a small little thing but that doesn't defeat them going fast! Wi-fi is alright, sometimes it can be slow and you have a lot of food options to choose from!"
7853,"Sometimes the stores are not open in the afternoon, probably because the rush is usually in the morning. The only StarBucks in Terminal A was closed down and so if you want StarBucks, you have to leave security and go back in to Terminal B. American Airlines Recently bought some gates on Terminal A, they usually fly out of Terminal B. So make sure to check which Terminal you plane is leaving from before you get to the airport."
7854,Security was pretty good I got through in 5 mins. Bathrooms and airport were very clean. Masks were well enforced and the chairs are pretty comfortable at the terminals
7856,"SAN has improved since 1993 when I first started flying in and out of it on a regular basis. It is still catching up to some of the newer or larger airports around the US, but when the new Terminal 1 is completed, it should be on par with those US airports."
7858,"I had about a couple hours between flights when I connected here, so had a chance to wander around the premises a bit -- Sleek, modern facility with plenty of space and ample food options to choose from"
7859,Terminal 1 is old and run down. They are in the process of building a new terminal 1 so hopefully the experience will be better in the future.
7860,"Very easy and simple to navigate, but can get congested with several flights leaving at the same time."
7862,"Very convenient shuttle to Old Town trolley station. Good landside food & retail choices. (Southwest terminal): Not a pleasant place to wait. Surprisingly limited food / retail options, lack of seating, and crowded. Maybe the Alaska Air terminal is better."
7863,"Getting to the airport was easy however depends on time of day and if you are lucky are not when it comes to the Terminal 1 construction. Checked in at home, security was fairly quick and the new terminal 2 is as always a fantastic airport terminal! Got there at the time of boarding so couldn't try out other things so 5 out of 5!"
7864,Decent airport but room for improvement - such as need for better transit. WiFi OK. Security very fast and good. But the restaurant didn't have milkshakes.
7867,"Getting to the airport is quick and convenient. The G gates have a rail station connected to it, so it was quick and easy to get the the airport."
7868,"San Fransisco..... where do I start Arrivals has metal toilets and is bad condition, departures is a bit better. TSA Was quick smallish terminal no big food companies either."
7869,"If you fly with united and intend to planespot, you should hope that you don't get stuck in the back gates where you can't see the runways or anything else."
7871,"It was bad experience that inspite of UA's Hub Airport, check-in counter has many wating people, but only 3 staffs."
7872,"San Francisco International Airport is a great airport to fly out of and into, with modern facilities and all of the essential items an airport must have. Please note, however, that I am heavily biased due to the fact that it is one of my hometown airports."
7873,"San Francisco is a great airport, the security doesn't take too long and after there is plenty of restaurants to eat at, and there is even a museum.It is very easy to find your way around after security. I recommend you bring a jacket because it gets very cold in there."
7874,Qatar Airways check-in was too long due to their carry on policy. Differs from other airlines and typical carry on bags would have to be checked in
7875,"The signage at the airport is a bit confusing, I thought that flying to Canada you would be dropped off at the international terminal but I was wrong. It was quite the walk from the international terminal to the transborder terminal."
7876,United terminal- Nice restaurant with decent selection and not overpriced. Spacious terminal however many USB charging sockets were inoperable
7877,"The baggage claim area can be confusing because the signage isn’t very good. Make sure you walk around the whole area to ensure your find the right carousel. Also, if you come late, the airline might have taken your baggage off the carousel and put it in their baggage claim office. No one tells you this, so you wont know where your bags are until you check."
7878,"The Club SJC at A15 was phenomenal. Truly a club/lounge experience. Hospitable staff, great food, great customer service, and efficiency with service."
7879,"Overall, San Jose is a pretty great airport (and my home airport that I fly from a lot so theres gonna be bias here), but it's Wi-Fi continues to be a disappointment. The baggage claim also took a while to start sending baggage, and there wasn't anywhere to sit while waiting, and the Baggage Claim wasn't quite organized."
7880,"The security check lines were about normal for this time, around 15-30 minutes in line depending on how fast the people in front were. Since I was not traveling with any luggage, and my only carry-on was a small purse, and I had no pockets in my clothing, the whole check-in and security process was very quick. Overall, San Jose is maintaining its fast service, though the Wi-Fi is, as usual, quite unsatisfactory."
7881,"OVerall service at the airport was great. I did land at about 10pm at night, which means there weren't that many places open nearby. The baggage claim had a short wait, but it was pretty fast overall. However, my suitecase did lose a wheel somewhere during the flight. Leaving the airport was pretty cold because the San Jose weather at night is really cold, but the weather in Hawaii is warm. DO: Prepare extra layers of clothing if you are flying this route at night. Be prepared for temperature differences."
7882,AA Ticket counters were on other side of terminal which required taking escalator past security checkpoint and back down
7883,"The terminal facilities run about 3/4 to 1 mile in length, yet the designers of the terminal did not make it wide enough so that moving walkways could be implemented to speed the process of getting from security at gate 25 to in the far flung reaches of the terminal. There is also no direct mass transit link at the airport. You must take a bus to a light rail station, or take a bus to a train station. The shared ride facilities have improved, but it is still a cluster when the airport is busy."
7884,"Super convenient Hertz drop-off procedure and then took the airport bus to Terminal A. All seamless regarding checked bag, boarding pass, TSA, etc."
7886,"Great airport, very clean, modern and spacious. Much easier to use than Oakland or San Francisco and a lot quieter too. Great selection of shops and restaurants and free wifi throughout airport is good. Close to downtown San Jose and an airport I will continue to use in the future now international flights have been added (e.g from London)"
7890,"Good enough for an airport of it’s size. They have good seats, it’s not too busy, and definitely easy to get through."
7891,"Deplaning you are instructed to walk right to baggage claim, but the claim is in a different terminal to your left1"
7892,"John Wayne Airport is personally my favorite airport. It is a small 21 gate airport in the southern suburbs of Los Angles. The airport has is modern and clean with lots of places to eat that are very delicious. It also does not get too crowded making for an easy, fun experience. The airport also has a small area next to gate 21 that is great for plane spotting. All in all, if you fly into or out of John Wayne International Airport, you will love it."
7893,"Very fast and friendly service. Even TSA. No lines at all, not crowded. Good choice for dining. Plenty of seats and perfect location for OC. Love this airport! Would recommend it to everybody. It is one of the best airports I've seen so far."
7894,My home airport. Easy to get going at this airport. Also I love the 'rocket' take off they do too.
7895,Much easier to use than LAX. Actually used surface streets and took only 15 minutes from my sister's apartment!
7897,"Facilities are better than average, clean and well-staffed. It was SNA rush hour but security line was still efficient."
7905,"Nice, small airport. Quick movement through baggage claim, security and terminal in general. Friendly staff throughout"
7906,"Cool little fish tanks and murals of manatees. Very close to Anna Marie Island, and treasure island, not far from Tampa or siesta keys. Pretty tinyn but immediate beach feel, friendly staff."
7907,convenient airport. a little dated but the convenience makes up for it.
7911,Food is good but it's closed all the time. It angers me that the food choices are closed all the time. Good views though.
7912,"SEA is notorious for long TSA lines if you don't have PreCheck, so plan ahead. Delta had just one SkyClub at the time which luckily is large to accommodate everyone, but adding a second will be an improvement. It doesn't feel like a Delta hub in that the Delta area is cramped and outdated; hopefully they invest more in the Delta experience there going forward."
7914,"The Seattle airport is one of the fastest growing airports around the world so of course it was busy, it was easy getting around the airport but I did not like are two hour delay going to Hawaii."
7915,"I normally don’t experience any issues but the only issue is getting through the security check points at certain times of the day especially during the holidays, the Pre Check lines is normally quicker but it has been longer at times."
7917,preaty good airport the only good thing about SEA is it has parking lot for a litle bit of $$$ and a suttle from them
7920,"Old airport, looking like it needs an update. getting around the airport is fine. Baggage claim is very overcrowded, and takes a long time."
7926,Only 10 minutes from my home - easy in and out via taxi or Uber. Excellent Car Rental - no need for a connecting shuttle or bus. Minimal eats but this is not a hub so most folks don't linger.
7927,"I recommend... but only for English speaking travelers. No service for other languages, except for Spanish."
7928,"Beautiful airport, though rent- a- car is very stressful. Also-- Slava Ukraini! Glory to Ukraine! Who's with me?"
7929,Luggage from international flight on Eurowings Discover from FRA was mistakenly brought to domestic belt
7930,Did not need to take devices and food out at TSA pre check and lots of food options! Very clean and bathroom where also clean!
7931,"Amazing Airport, very open, clean and huge check in area. TSA was very kind and quick. Short walk to the gates. But, make sure you know what concourse your gate is in, because it looks like there is different TSA stations for the concourses. WHile you are there, take a look at the Western Global planes parked on the field."
7932,"Almost drove to the airport for a full hour from Marco Island, but regardless everything there was good except theres a burger king at concorce B, and my flight was at concorce D, why does there have to be TSA's at every concorse?"
7933,"Didnt do anything Airside except walk to the baggage claim, the baggage claim conveyors were huge and big. Takes a person enough time to get their baggage."
7934,A wonderful little Airport
7935,Excellent
7936,So we have a lot of trouble finding a place to fill up our water bottles. It's a pretty nice little airport it had this weird toaster plane I don't know why it had that but that was kind of cool to see the toast and the plane.
7938,"Awesome airport and definitely wish more airports were like GEG. Good views of flight ops, Starbucks right next to the gate, and some quiet areas throughout the airport."
7939,"Prety old airport, some of the same shops and layout as the 1980s . . except for the security lines."
7940,Good regional airport. Well it is quite busy. It is and has everything you'd expect from a airport of this size. Food and amenities are good and it is not very busy. Also only one stars on lounges because well... you should know why.
7941,College town. bars close early . The airport is really nice but small. Don't sit near the windows during the afternoon sun. It gets a little intense
7942,"I love departing and arriving out of Spokane. After living in Los Angeles and traveling out of LAX for 20 years, Spokane is a HUGE relief. It’s small, easy to navigate and the people are all very nice. TSA is a breeze and generally the workers are some of the friendliest and easy going anywhere even at 6:00 AM, when I usually fly out for work."
7943,"This is a great small airport! Easy to get to the airport, there is never (or almost never) a ton of people. The crew that works in the airport is really kind."
7945,"Good little airport with decent service by the major airlines to the hubs. Easy to get to and through. Nice facility with room to spread out, a good coffee shop and restaurant. Three stars overall due to somewhat limited airline service. SGF is an alternative airport for travelling to southwest Missouri and northwest Arkansas, and even for northeast OKlahoma and southeast Kansas. It's similar to XNA (Bentonville) in terms of service mainly to hubs, but XNA has more destinations and a bit more frequency. XNA is harder to get to than SGF is, though. Both facilities are about the same in terms of features and amenities."
7946,"I love Springfield's little airport. It's close to where I live, and they make it easy to park and get into the airport. Super nice facilities, friendly staff, and always on time!"
7947,"Nice little airport. Not too busy. Shops and places to grab snacks and food were open at 6:30 AM. Easy check-in, really nice TSA folks at security. Free wifi. The airport only has 10 gates but it felt very spacious with a lot of seats. Took an airport shuttle to and from airport but there were taxis waiting outside the terminal (front door are for passenger pick up/drop off only), for taxis and shuttles, go out the side door marked taxis, buses & shuttles)"
7949,"Bathrooms were a bit dirty and unkept, and in need of repairs. Could use some more food choices as lines get quite long and seats fill up fast."
7950,Food options are fine in terms of variety. A few places to charge devices. Airport overall is a bit out dated. Windows are tinted which can make planes potting a pain.
7952,The majors are in T1 and WN in T2. Both terminals are served by light rail that takes you to Forest Park and the Gateway Arch. There is free WiFi in the terminals. Food and retail close by 1700 on Saturdays.
7953,"From my experiences with KSTL/STL, I can say that the airport is definitely dated. My main complaint is the horrendous baggage claim area. There are 2 baggage carousels for the E? Terminal for the large amount of flights it is extremely crowded. The place is loud as the ceiling is some metal thing that I’m guessing the baggage belt sits on. The roof looks like it will collapse with all the stains, holes and other oddities it has. The rest of the airport is an average airport in my opinion. It isn’t the best for plane spotting as the seats are not facing the windows, therefor the seat backs are against the windows so it isn’t the most comfortable thing to do. Food is average. I just feel that everything needs to be updated."
7954,"St. Louis lambert intl airport is one of the better airports I’ve been to. No lack of amenities, shops and facilities you may need."
7955,"STL is a small airport, which makes it a great place to check-in and start your trip via a connection through a hub."
7956,"I love this airport. It is easy to navigate though the parking lot, and get a parking spot. Getting checked in is easy, and depending on what terminal you are in it is easy to get to your gate. It took me a little while to get through security. Overall it is a great airport."
7962,"Important note, the main runway is closed as of August 17th so your flight will likely take a different flight path over the southern Syracuse area which add about 5 minutes of air time. The main runway should be open around mid-September"
7963,"This airport is truly the best. not too big, not too small. However the dining options are limited"
7964,"SYR is very easy to drive to/from. Located outside Syracuse. Facilities in terminal are basic, eatery is very pricey. Good wifi in general. Airport is near end of major overhaul in main check-in section."
7966,"Tallahassee airport is a very simple airport to get through. The airport staff is nice and willing to help you. Sadly there are no lounges, but there is good WiFi"
7968,"TLH has been remodeling the terminal. For a small airport, has nice retail both before and after security. Does have fre wifi"
7970,"Getting to the airport - Alright just some traffic. Clear navigation to departure drops, arrival etc. Check-in - Americans Self Check In system was easy and helped us check our bags quickly. Security Check - A little congested in airside F (alot faster in other terminals) but it was alright and clear. Terminal Facilities - Bathrooms are clean and terminal is cool as in temperature. WiFi - Fast WiFi and easy to connect to. Food and Retail services - here was a diverse selection of food options and seating before boarding! Lounge - Cannot rate. I never went into it."
7971,"I might be a little biased because this is my home airport, but truly this is a good air port. The biggest downside in my opinion is the lounges, because there's only two. American and delta. The biggest downside is all business and first international travelers are squeezed into this one AA lounge. If you don't care about lounges this is your airport."
7972,tampa is a clean airport and although i only had a 45 minute layover it looked like a very nice airport
7973,"Honestly an amazing airport. Wifi worked great for passing the time, and the terminal seating was surprisingly comfortable. Really good options for shopping and dining, with seating being just the same. Overall amazing."
7974,"Very good looking and had a very nice atmosphere. Shuttle is fun and fast. Very nice air conditioning, which is a must here. Baggage claim took a long time, but it was still good."
7975,It was a very nice airport but I have to rate it 4 stars due to a interaction with a jet blue employee
7976,"Baggage claim was really fast. Customs was fast. I was refused the Lounge, even though I had the status, but the AA People working there are really nice. Overall very good ."
7978,Not allowed to walk from the C Concourse to the baggage claim anymore; Tram was very busy in between all areas.
7980,Very nice airport and very close to city center. Nice large chair to sit on and relax while waiting for your flight. Very quick security lines and check in procedure.
7981,"overall nice, quaint little airport. only has 6 gates and not many flights today, so security process was quick and easy. agents nice and worked with us well. boarding easy as well and gate agent also nice."
7982,"Fantastic airport, small and very quiet. Excellent internet coverage and a local cafeteria with high quality foods. TSA is also very polite and kind in this airport. Overall this is a great airport if you're into peace and quiet, their addition of an outside garden you can visit if you're behind security is also a great plus in my opinion."
7984,"Traveler-friendly Airport. Not too many big, easy to get in and get out. Mexican Customs quick and friendly."
7985,Terminal needs a renovation and food services that take multiple forms of payment. Also less glare in the windows ruining photos of F-16s taking off and landing on training missions.
7986,OK airport but needs more frequent transit and seems in need of a renovation to my WA ST eyes. But that's me.
7987,"Tucson Airport is a little far for those of us without a car. You have to take a car or Lyft/Uber to get there, since the buses are unreliable/infrequent."
7988,"Live music in baggage claim was cool, the American Bag Service Office quickly was able to address my issue (damaged bag). Uber is very hard to find here, the app says ""past bag claim 7"" but when they don't mention is you have to go upstairs to departures to find your Uber, had to pay extra because it took me more than 2 minutes to find the driver."
7989,"Love flying out of TIA, and it's one of the more modern airports in the country. Check-in and security are pretty quick. Food selection is limited, but that's what you'd expect from a regional airport."
7992,It was fine even though I was in there for an hour. If your flying out commercially stay at the airport hotels and you can walk to plane spot!
7993,Nice small airport. No free WiFi though
7997,"Long journey through the airport for PRMs. Efficient assistance service, but poorly coordinated. Polaris lounge very good for their buffets and the drink/bar offer."
7998,Decent. Love the old architecture in the check-in area but the D & C concourses need some improvement from the present box-yness.
7999,"Very nice airport, good facilities and lots of food choices. They even have a chick-fil-a in the international terminal. Most planes leave on time but sometimes their will be delays. Check-in, security, and customs are usually pretty good but it depends when you are at the airport. The airport also has multiple different forms of transportation for the airport to Washington D.C."
8001,"Amazing, staff was funny, check in and security was quick, even at 10 PM with 2 flight crews and an a380 worth of passengers, lounges were abundent, but all were closed. wifi was fast, and there were many stores, but all were closed at 10."
8002,"Washington Dulles (IAD) Airport Review: CHECK IN: We checked in for our United Airlines flight. It was quick and smooth and there wasn't that much of a crowd. SECURITY: The lines were quite long, even at the TSA PreCheck checkpoint. TERMINAL FACILITIES: I found the terminal to be cramped and not enough natural lighting. In addition, it got crowded very easily. WIFI: The WiFi at the airport was not good. FOOD & RETAIL: The food was overpriced and not that great. LOUNGE: The Luftansa Business Lounge was nice, and had plenty of seating and food."
8003,"Everything was quick and smooth, except for the fact that they had only a handful of CBP officers available for several international arrivals. If you are a US or Canadian citizen, it is best to download the MPC App. If you don’t, just be ready to stand in the immigration line for a while."
8004,"Smooth process throughout. Nice check in, nice selection of shops, and the air train is my favorite! Remains one of the best airports in the world for me."
8005,Clean and modern airport. Lots of food and shopping selections. What else do I have to say? It’s Dulles Airport!
8006,"Dulles isn’t great, but at least it’s architecturally stunning. The worst thing about this airport are the People Movers after you land."
8007,"TSA agents in Terminal 1 are rude, unhelpful, and snappy. Terminal is tight and not designed for the traffic it gets. Gate areas are crammed."
8008,"DCA is definitely in need of more lounges; the SkyClub is fine but always seems stretched to capacity. The Centurion Lounge coming soon should help that. Security is always a breeze, especially with TSA PreCheck, but the terminal is often crowded, especially in the Delta corner."
8009,Hadn't flown Reagan in over 15 years and was pleasantly surprised at the renovations. No more bussing out to the plane away from the terminal. Love being able to park outside of the city and ride the train directly to the airport.
8010,"I prefer the E-Lounge (Admiral's Lounge) at DCA, which I consider my home airport. The airport itself it just the right size, so it's very quick and easy to walk between terminals. There are three main terminals that AA uses; C, D, and E and each one have an Admiral's Lounge in it, with E being the newest and my favorite. The staff here are always friendly and helpful, from the AA Lounge to GA and FA, as well as ramp crews and airport staff. Parking in the garage outside, I can be through TSA and in the lounge within 10 mins of parking!"
8011,"DCA is extremely convenient for DC residents -- from being able to take the metro, drive, or bike (if you're light on bags), it is maybe the most convenient airport I've ever used as a resident of any city. Do yourself a favor and take the Metro (save yourself the stress of traffic). The only possible downside is the lack of larger planes/further destinations, but with IAD now on metro, DCA can specialize in its small+short flights"
8012,"This review applies to Terminal 2 only (American Airlines). Transited through a rather busy Reagan National. There are great views for the airfield from the D concourse, terminal building and E concourse. The walk from the end of D concourse to the end of E concourse is rather long and with only a 40 minutes connection, I made it to the connecting gate in E concourse with 10 minutes to spare. Overall, a good airport and terminal to transit through."
8013,"Another great airport I landed at Reagan and it was such a nice area to be in, plenty of food options"
8014,T2 is clean and spacious and has a lot of food options. T1 on the other hand is not so neat and tidy and does not have good food options and it is REALLY CRAMPED. it is also out of date
8015,"Washington national is an airport that I will fly into again if I'm flying American or any other carriers out of t2 because t1 sucks, it is cramped and extremely out of date and you also hav to leave security just to get to t2. food options in t1 are ok but food in t2 is good"
8016,Small airports are always nicer than big airports. Closer to the city so travel is shorter; fewer passengers checking in and going through security; and more efficient boarding.
8017,"The Waterloo Airport is my home airport and I greatly admire it as it strives to bea nice and thoughtfull airport. TSA is fast and efficient, but the airport does feature some deffects. There is only a vending machine and a common room for visiting. The airport does include a student pilot building, and may be able to see a mall plane at the airport. This airport has room to grow and develope as a reg."
8018,"The Waterloo Airport is my home airport and I greatly admire it as it strives to bea nice and thoughtfull airport. TSA is fast and efficient, but the airport does feature some deffects. There is only a vending machine and a common room for visiting. The airport does include a student pilot building, and may be able to see a mall plane at the airport. This airport has room to grow and develope as a reg."
8019,"The Waterloo Airport is my home airport and I greatly admire it as it strives to bea nice and thoughtfull airport. TSA is fast and efficient, but the airport does feature some deffects. There is only a vending machine and a common room for visiting. The airport does include a student pilot building, and may be able to see a mall plane at the airport. This airport has room to grow and develope as a reg."
8020,"Arived, got to my terminal, and got out of the airport pretty quickly. Note: The baggage claim isn't the best currently. We got there and waited for our bags. There were multiple baggage claim stations that didn't have an airport assigned to them. However, one of them had Chigogo O'hare airport assigned to it (which wasn't our flight). Apparently, the board has been stuck with this status for over 3 days. Our bags were on the belt under the sign that said Chicogo's airport. This caused confusion."
8021,Very nice and clean small airport. Kinda got lost when retiring the rental car but it wasn't terrible. Check-in for JBU was under construction as well as some other parts of the airport. Very nice experience
8022,Wifi was very poor. Worked in only 1 of 3 locations. I'm not sure what else to say. The food options are pretty limited for an airport with so many people flying in and out? It's not a bad airport though.
8023,"The rental car companies are about 5 minutes away, though you may have to wait a while for a shuttle. We rented from Thrifty and had to wait 10-15 minutes for the bus to arrive. The rental car center is somewhat awkward to find."
8025,Nice Airport Beach
8029,"Smaller than AVL, but looked very similar (carpet, chilling crew, etc.). Pickup by Uber was really fast (3 min)."
